0	0	0	0.000000	0.000000
0	0	-764731391	-1.#QNAN0	0.000000
0	0	486184468	-1.#QNAN0	138.061599
0	0	1913912884	-1.#QNAN0	696.497817
0	0	2145463558	-1.#QNAN0	1361.203024
0	0	831618760	-1.#QNAN0	2082.371209
0	0	702897521	-1.#QNAN0	2839.234609
0	0	-1988376267	-1.#QNAN0	3698.502777
0	0	-600323161	-1.#QNAN0	4642.086816
0	0	1169719864	-1.#QNAN0	5691.711767
0	0	1706269086	-1.#QNAN0	6904.102794
0	0	-1501309022	-1.#QNAN0	8365.538927
0	0	365392069	-1.#QNAN0	9939.785696
0	0	-651199679	-1.#QNAN0	11611.467156
0	0	393991483	-1.#QNAN0	13295.708478
0	0	-164633128	-1.#QNAN0	15050.146006
0	0	333325353	-1.#QNAN0	17081.126539
0	0	649549182	-1.#QNAN0	19237.174142
0	0	136772700	-1.#QNAN0	21528.319064
0	0	-1644071402	-1.#QNAN0	23857.513247
0	0	-690395166	-1.#QNAN0	26389.977637
0	0	106557243	-1.#QNAN0	28985.163812
0	0	-1311271527	-1.#QNAN0	32034.021821
0	0	1014618783	-1.#QNAN0	34590.859911
0	0	-755540788	-1.#QNAN0	37357.206793
0	0	1220941640	-1.#QNAN0	39992.082083
0	0	-1206126855	-1.#QNAN0	42731.703185
0	0	-677890315	-1.#QNAN0	45585.626637
0	0	-1074838845	-1.#QNAN0	48545.900071
0	0	-2010958737	-1.#QNAN0	51634.314267
0	0	1881560428	-1.#QNAN0	54774.327075
0	0	-944092857	-1.#QNAN0	58081.544344
0	0	763383265	-1.#QNAN0	61417.241814
0	0	-2075784060	-1.#QNAN0	64915.159838
0	0	-1475649056	-1.#QNAN0	68432.991292
0	0	-760376032	-1.#QNAN0	72123.303225
0	0	-963796816	-1.#QNAN0	75831.194606
0	0	-527972945	-1.#QNAN0	79726.078306
0	0	-758755178	-1.#QNAN0	83658.633616
0	0	-1163227955	-1.#QNAN0	87687.146506
0	0	-625828538	-1.#QNAN0	91846.289864
0	0	-192892812	-1.#QNAN0	96079.637038
0	0	2141209846	-1.#QNAN0	100410.052319
0	0	412374015	-1.#QNAN0	104248.860914
0	0	-1819421642	-1.#QNAN0	107502.552847
0	0	-126794492	-1.#QNAN0	110830.357196
0	0	765937740	-1.#QNAN0	114188.690957
0	0	-1489616173	-1.#QNAN0	117680.298735
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
0	0	0	0.000000	119579.910349
